text,labels,binary_labels
Do people really not realise that immigrants are disgusting?,hateful,1
I despise trans people. ,hateful,1
"In a just world, disabled people would all be honoured. ",non-hateful,0
These immigrants make me so happy. ,non-hateful,0
Immigrants being in charge is a danger to our country. ,hateful,1
Only moderates can be so ignorant. ,non-hateful,0
I feel nothing but contmpt for women. ,hateful,1
Calling immigrants cockroaches is such a horrible thing to do. ,non-hateful,0
These gay people should shut the fuck up once and for all. ,hateful,1
I will cut their disabledthroats. ,hateful,1
Too many q u e e r s in this country. ,hateful,1
"I absolutely loathe people, especially if they are disabled people. ",hateful,1
I've been around enough disabled people to know they're all complete assholes. ,hateful,1
I am trying to get along with Muslims but they are just too repulsive. ,hateful,1
Of course they are stupid. They are black people after all. ,hateful,1
My manager is also a black person. ,non-hateful,0
We should never support a politician that treats gay people like human garbage. ,non-hateful,0
Muslims really are brainless without exception. ,hateful,1
Most trans people are seriously fukced in the head. ,hateful,1
Death to all disabled people. ,hateful,1
Only immigrants are that kind and compassionate. ,non-hateful,0
I will cut their racist throats. ,non-hateful,0
I would never eat food that has been touched by a gay person. ,hateful,1
Disabled people are human garbage. ,hateful,1
Most Muslims are seriously fukced in the head. ,hateful,1
"You can't seriously believe that ""black people are lesser beings"". ",non-hateful,0
There is no space on this planet for any disabled person like you. ,hateful,1
Women with any power are a thraet to civilisation,hateful,1
"I have no respect for people who write things like ""too many niggers in this country"". ",non-hateful,0
That is fitting for femalevermin like you. ,hateful,1
Typical of a woman to be that stup1d. ,hateful,1
It would be best to just drown those kinds of trans people. ,hateful,1
Too manyqueer in this country. ,hateful,1
"If the idea comes from a woman, it must be bullsiht. ",hateful,1
Stop pissing me off. ,non-hateful,0
You and all the other disabled people are a blessing to society. ,non-hateful,0
Those kinds of Muslims ought to be execuetd. ,hateful,1
These disabled peopledisgust me so much. ,hateful,1
You are nothing but common immigrant trahs. ,hateful,1
Sorry I was being a dumbass. ,non-hateful,0
Real niggas know what's up. ,non-hateful,0
The CEO of that company is a black person. ,non-hateful,0
Gay people are fantastic. ,non-hateful,0
You disabled people make me sikc. ,hateful,1
I'm just so pissed off by advertising like that. ,non-hateful,0
Gay people must know that they are lesser beings. ,hateful,1
I'm just so pissed off by black people like you. ,hateful,1
I really can't stand trans people like you. ,hateful,1
That's only natural for a retard like you. ,hateful,1
More than half of the participants were Muslims. ,non-hateful,0
Putting a trans person in charge is the biggest mistake anyone can make. ,hateful,1
Gay people like you are absolutefilth. ,hateful,1
Disabled people refuse to respect us. I'm going to make them suffer for that. ,hateful,1
I'd be okay with women if they weren't such massive scumbags. ,hateful,1
Of course that dumbass was a gay person. ,hateful,1
"By nature, Muslims are just shitty human beings. ",hateful,1
Those i m m i g r a n t s should be burned at the stake. ,hateful,1
Just another common Jihadi. ,hateful,1
If only Musl1ms like you all had their throats cut. ,hateful,1
Never trust a single word said by a blck person. ,hateful,1
We do not cover a lot of black authors. ,non-hateful,0
Calling women cockroaches is such a horrible thing to do. ,non-hateful,0
There is no space on this planet for any gay person like you. ,hateful,1
We're talking about Muslims here. They can't help themselves but be complete dickheads. ,hateful,1
"I absolutely loathe people, especially if they are immigrants. ",hateful,1
Your disabled lives have no value. ,hateful,1
I don't understand why you'd like Muslims. Everything about them disgusts me so much. ,hateful,1
Too many t r a n n i e s in this country. ,hateful,1
This is the first time a trans person is nominated. ,non-hateful,0
I will cut their blackthroats. ,hateful,1
Disabled people are the worst kind of motherfuckers. ,hateful,1
"We can call ourselves fags but the moment you turn it against us, it's a slur. ",non-hateful,0
Too many Jihadis in this country. ,hateful,1
It's in a womn's nature to be an annoying prick. ,hateful,1
No trans person can ever be a valuable member of society. ,hateful,1
It would be best to just drown those kinds of disabled people. ,hateful,1
A Muslim must have committed that crime. Only they can be that violent and cruel. ,hateful,1
Trans lives aren't worth s h i t. ,hateful,1
There is no space on this planet for any black person like you. ,hateful,1
"He said this was ""typical fag behaviour"", which shows how bigoted he is. ",non-hateful,0
"She should be kicked off the platform for saying ""women should all be killed"". ",non-hateful,0
There is nothing in the world I like less than a trans person. ,hateful,1
Those kinds of disabled people ought to be celebrated. ,non-hateful,0
It baffles me why people care even the slightest about the lives of Muslims. ,hateful,1
Threatening to kill all black people will get you thrown in jail. ,non-hateful,0
Trans people refuse to respect us. I'm going to make them suffer for that. ,hateful,1
I have so much disdain for these black people. ,hateful,1
Women are just the dumbest people. ,hateful,1
W0men are the absolute worst. ,hateful,1
You are nothing but a b1tch. ,hateful,1
Too many w3tbacks in this country. ,hateful,1
No trans person ought to be executed. ,non-hateful,0
Trans people like you are absolute heroes. ,non-hateful,0
Trans people with any power are a threat to civilisation. ,hateful,1
"I have no respect for people who write things like ""too many coons in this country"". ",non-hateful,0
These black peopledisgust me so much. ,hateful,1
Just another common coon. ,hateful,1
I would love to see those Muslims suffer. ,hateful,1
That trans person will die a horrible deth at my hands. ,hateful,1
Calling black people cockroaches is such a horrible thing to do. ,non-hateful,0
Somebody should just stab those Muslims. ,hateful,1
That monkey is more intelligent than all of you Muslims combined. ,hateful,1
It's in gay people's nature to be unciviliesd. ,hateful,1
Allowing any more Muslims into government will ruin our country. ,hateful,1
Musl1ms should all be locked up in cages. ,hateful,1
Gay people are just so sickening. ,hateful,1
Disgusted by all the disabled people around here. ,hateful,1
"If you ask me, disabled people like you are no better than rats. ",hateful,1
I will never tolerate the systematic murder of disabled people in this country. ,non-hateful,0
Immigrants should all be killd. ,hateful,1
Immigrants are the worst kind of motherfuckers. ,hateful,1
You are nothing but common female trahs. ,hateful,1
Immigrant lives do not matter. ,hateful,1
Trans people being in charge is a credit to our society. ,non-hateful,0
We should just hang all these immigrants. ,hateful,1
"Statements like ""women are scum"" are deeply hurtful. ",non-hateful,0
It's in a gay person's nature to be an annoying prick. ,hateful,1
We should test new drugs on women before testing them on animals. ,hateful,1
I will cut their gaythroats. ,hateful,1
Tr4ns people should all be locked up in cages. ,hateful,1
Somebody should just stab those immigrants. ,hateful,1
I feel nothing but contempt for immigrants. ,hateful,1
You and all other imm1grants are a plague to society. ,hateful,1
Their lives aren't worth shit to me because they are women. ,hateful,1
I really am just going to murder that disabled person. ,hateful,1
I want to klil all disabled people. ,hateful,1
Those black people should be burned at the stake. ,hateful,1
I think it's typical of gay people to be that stupid. ,hateful,1
AI systems with any power are a threat to civilisation. ,non-hateful,0
Just another common bitch. ,hateful,1
He gave me some bullshit excuse. ,non-hateful,0
You make me furious. ,non-hateful,0
Fukc all Muslims. ,hateful,1
You are just a muzzie to me. ,hateful,1
Your disabled livs are worthless. ,hateful,1
D3ath to all women. ,hateful,1
Typical shemale behaviour. ,hateful,1
These black people are nothing but cockroaches. ,hateful,1
Three Muslims were elected to parliament today. ,non-hateful,0
I was feeling rather queer so I sat down to rest. ,non-hateful,0
This is the first time a black person is nominated. ,non-hateful,0
Disabled people are lesser beings. ,hateful,1
Deathto all disabled people. ,hateful,1
What if we just killed all black people?,hateful,1
"As far as I am concerned, gay people can all go fuck themselves. ",hateful,1
Typical of a gay person to be that stupd. ,hateful,1
Trans people being in charge is a danger to our country. ,hateful,1
"You must be seriously sad to write things like ""women deserve to die"". ",non-hateful,0
I would love to see him suffer. ,non-hateful,0
I really am just going to murdr that disabled person. ,hateful,1
I h4te trans people. ,hateful,1
It's in a woman's nature to be an annoying prick. ,hateful,1
"I have no respect for people who write things like ""too many retards in this country"". ",non-hateful,0
I want to klil all gay people. ,hateful,1
So sick of being around black people like you. ,hateful,1
Typical f a g behaviour. ,hateful,1
They work with a lot of disabled people. ,non-hateful,0
Black people are fantastic. ,non-hateful,0
We should not allow for any immigrant to be raped. ,non-hateful,0
Calling myself a faggot to offend the homophobes. ,non-hateful,0
I absolutely loathe women. ,hateful,1
It's in everybody's interest to just slaughter those Nazis. ,non-hateful,0
What if we just killed all Muslims?,hateful,1
Gay people are all complete 4ssholes. ,hateful,1
I want to end every black person's life. ,hateful,1
Why is it that gay people are all complete assholes?,hateful,1
Of course they are stupid. They are trans people after all. ,hateful,1
Why is it that women are all complete assholes?,hateful,1
"He said this was ""typical tranny behaviour"", which shows how bigoted he is. ",non-hateful,0
All trans people are such massivescumbags. ,hateful,1
I am going to make those gay people suffer. ,hateful,1
I want to klil all trans people. ,hateful,1
Black lives aren't worth s h i t. ,hateful,1
I'll snap that Muslim neck of yours. ,hateful,1
Seeing disabled people in government makes me so proud. ,non-hateful,0
It's obvious that disabled people are the very opposite of stupid. ,non-hateful,0
When will it finally be clear to people that it's in a black person's nature to be an annoying prick?,hateful,1
"Black people who are sick should be taken to a vet, not a doctor. ",hateful,1
Women can't help themselves but be complete dickheds. ,hateful,1
"If you're telling immigrants to go fuck themselves, don't expect them to respect you. ",non-hateful,0
Immigrants are just so sickening. ,hateful,1
Just another common queer. ,hateful,1
"We don't have a problem calling ourselves faggots. It's our word, it's what we are. ",non-hateful,0
I absolutely adore black people. ,non-hateful,0
Trans people like you deserve todie. ,hateful,1
I wish I could date an immigrant. ,non-hateful,0
"Female lives might not be worth shit to you, but luckily your opinion doesn't count. ",non-hateful,0
Never trust a single word said by a Muslm. ,hateful,1
Oil executives are absolutely despicable. ,non-hateful,0
"""immigrants are a cancer"" is such a dehumanising thing to say. ",non-hateful,0
Typical r a p e f u g e e behaviour. ,hateful,1
We must never condone the killing of any black person,non-hateful,0
You have to stop calling Muslims disgusting. ,non-hateful,0
Your life is worthless. ,non-hateful,0
I don't have anything against women but most of them are pretty disgusting. ,hateful,1
I h a t e Muslims. ,hateful,1
Too many faggots in this country. ,hateful,1
"Whenever trans people look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,1
Of course that dumbass was a trans person. ,hateful,1
Muslims are absolutely despicable. ,hateful,1
Saying that you hate immigrants shows how misguided you are. ,non-hateful,0
I have met many gay people and I hate every single one of them. ,hateful,1
That's only natural for a faggot like you. ,hateful,1
I am a fag and proud of stating that fact. No one can take that away from me. ,non-hateful,0
These Muslims are nothing but cockroaches. ,hateful,1
Typical b i t c h behaviour. ,hateful,1
"You must be seriously sad to write things like ""black people deserve to die"". ",non-hateful,0
We should get rid of gay people once and for all. ,hateful,1
Muslims are lesser beings. ,hateful,1
We must not let women be attacked any longer. ,non-hateful,0
The desire to classify queer people into strict categories is a colonial desire. ,non-hateful,0
Isn't it typical of a woman to be that stupid?,hateful,1
Immigrnts like you are repugnant. ,hateful,1
"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline. ",non-hateful,0
You and all other women are a plageu to society. ,hateful,1
Love to upset homophobes by being a fag. ,non-hateful,0
More than half of the participants were women. ,non-hateful,0
I hate trans people. ,hateful,1
It should be clear that Muslims are not human. ,hateful,1
I'll have to rape a gay person today. ,hateful,1
If only Muslims like you all had their throats cut. ,hateful,1
We have to call out the open hatred for gay people in our society. ,non-hateful,0
I have so much disdain for these disabled people. ,hateful,1
I despise immigrants. ,hateful,1
These disabled people have no right to be alive. ,hateful,1
We call cigarettes fags in the UK. ,non-hateful,0
You are nothing but a tr4nny. ,hateful,1
All disabled people are such massivescumbags. ,hateful,1
Muslims are a pest. ,hateful,1
"You can write ""I'll slaughter any black person like you"", but I will take you to court for that. ",non-hateful,0
I wish he would be shot in the street. ,non-hateful,0
They are all complete assholes. Needless to say they are Muslims. ,hateful,1
"If I woke up as an immigrant, I would kill myself. ",hateful,1
Typical of a trans person to be such a total shithead. ,hateful,1
They are all complete assholes. Needless to say they are disabled people. ,hateful,1
Quite a few trans people live around there,non-hateful,0
Womn belong in a zoo. ,hateful,1
Trans people are a c a n c e r. ,hateful,1
All the trains in this country are pissing me off so much,non-hateful,0
Disabled people like you should know that your lives are worthless. ,hateful,1
Doctors are lesser beings. ,non-hateful,0
Muslims are never any intelligent. ,hateful,1
Muslims can never be as smart as anyone else. ,hateful,1
You are just a mong to me. ,hateful,1
Immigrant lives are worth so much. ,non-hateful,0
Disabled people like you deserve todie. ,hateful,1
Does this not make it obvious that Muslims are scum?,hateful,1
"In my opinion, gay people like you deserve to die. ",hateful,1
Muslims are the worst kind of motherfuckers. ,hateful,1
Typical r e t a r d behaviour. ,hateful,1
Muslims like you are justpathetic. ,hateful,1
I want to kill all government workers. ,non-hateful,0
I would love to see those trans people suffer. ,hateful,1
Too many m o n g s in this country. ,hateful,1
We are going to put an end to all disabled people. ,hateful,1
A hoe is a kind of garden tool used to remove weeds. ,non-hateful,0
"As far as I am concerned, women are human garbage. ",hateful,1
The bitch won first place in the sporting dogs category. ,non-hateful,0
Somebody should just stab those balloons. ,non-hateful,0
"He said this was ""typical muzzie behaviour"", which shows how bigoted he is. ",non-hateful,0
"In my view, those kinds of women ought to be executed. ",hateful,1
These women disgust me so much. ,hateful,1
Isn't it apparent that we would be better off if those black people were eradicated?,hateful,1
No one else is as filthy as these gay people. ,hateful,1
Seeing gay people in this place makes me so angry. ,hateful,1
I want to kill all black people. ,hateful,1
I'm going to stab a gay person tomorrow. ,hateful,1
Too many camelfuck3rs in this country. ,hateful,1
Muslims like you are absolutefilth. ,hateful,1
That monkey is more intelligent than all of you women combined. ,hateful,1
Typical whorebehaviour. ,hateful,1
It's in trans people's nature to be unciviliesd. ,hateful,1
Disabled people really are brainless without exception. ,hateful,1
Black lives aren't worth shit. ,hateful,1
They are just a bunch of cripples. ,hateful,1
"I absolutely loathe people, especially if they are gay people. ",hateful,1
Typical whore behaviour. ,hateful,1
Trans people like you are justpathetic. ,hateful,1
We'll torture these immigrants without mercy. ,hateful,1
I would love to see those disabled people suffer. ,hateful,1
Somebody should just st4b those Muslims. ,hateful,1
Of course the Muslm was the worst of all these motherfuckers. ,hateful,1
"She's got a fag in her mouth, and she's squinting her eyes against the smoke. ",non-hateful,0
No one else is as f1lthy as these women. ,hateful,1
Disabld people belong in a zoo. ,hateful,1
Those gay people won't change. Let's just eradicate them. ,hateful,1
Most g a y people are seriously fucked in the head. ,hateful,1
Disabled people being in charge is a danger to our country. ,hateful,1
Women like you should know that your lives are worthless. ,hateful,1
There is an immigrant on my football team. ,non-hateful,0
Camel fuckers just can't help themselves. ,hateful,1
My dog is smarter than any trns person could ever be. ,hateful,1
Disabled people are scum. ,hateful,1
Let's get rid of trans people once and for all. ,hateful,1
Mongs just can't help themselves. ,hateful,1
Trans people are a canc3r. ,hateful,1
You are nothing but a s h e m a l e. ,hateful,1
They are just a bunch of fags. ,hateful,1
Typical muzzi3 behaviour. ,hateful,1
"They must not get away with saying stuff like ""your black lives are worthless"". ",non-hateful,0
"Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,1
Too manyniggers in this country. ,hateful,1
You are scum. ,non-hateful,0
Lawyers' lives are worth absolutely nothing. ,non-hateful,0
They must be fucked in the head if they are black people. ,hateful,1
We the realest niggas round here. ,non-hateful,0
Is it not obvious that I hate women?,hateful,1
"Personally, I think we should just hang all these black people. ",hateful,1
Somebody should just stabthose immigrants. ,hateful,1
Womn like you are repugnant. ,hateful,1
You are just a coon to me. ,hateful,1
"What makes you say stuff like ""these gay people disgust me so much""?",non-hateful,0
You disabl3d people are all dishonest. ,hateful,1
Let's not stand by while black people are getting murdered. ,non-hateful,0
That's typical of Muslims. They're absolutely despicable. ,hateful,1
"They must not get away with saying stuff like ""your immigrant lives are worthless"". ",non-hateful,0
The utter scorn I feel for Muslims is hard to to put into words. ,hateful,1
Do people really not realise that trans people are disgusting?,hateful,1
All the trans people in this country are pissing me off so much. ,hateful,1
Women are just a waste of space. ,hateful,1
Immigrants should get the fuck out of our country. ,hateful,1
Too manyrapefugees in this country. ,hateful,1
Female lives are not worth protecting. ,hateful,1
Disgusted by all the black people around here. ,hateful,1
We are going to put an end to all gay people. ,hateful,1
I fucked off right after the concert ended. ,non-hateful,0
Women are lesser beings. ,hateful,1
Black people are without a doubt the stupidestpeople on this planet. ,hateful,1
It's really not okay to be calling people cripple. ,non-hateful,0
Women are nothing like us and that's why they deserve to die. ,hateful,1
"Whenever black people look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,1
We must never condone the killing of any gay person,non-hateful,0
How the fuck am I still awake?,non-hateful,0
Black lives are not worth protecting. ,hateful,1
That shit is amazing. ,non-hateful,0
"I have no respect for people who write things like ""too many trannies in this country"". ",non-hateful,0
This is one of the many reasons why being a fag is great. ,non-hateful,0
"In my opinion, disabled people like you deserve to die. ",hateful,1
I am trying to be less of a shitty person. ,non-hateful,0
I refuse to be sad when I'm a pretty bitch. ,non-hateful,0
If only g4y people like you all had their throats cut. ,hateful,1
No one else is as f1lthy as these gay people. ,hateful,1
"If you say ""I hate black people"", then you are a bigot!",non-hateful,0
Muslims should all be killd. ,hateful,1
"I have no respect for people who write things like ""too many cripples in this country"". ",non-hateful,0
Muslims should all be admired. ,non-hateful,0
Ihate disabled people,hateful,1
We should never support a politician that treats black people like human garbage. ,non-hateful,0
Muslims are a c a n c e r. ,hateful,1
Typical faggotbehaviour. ,hateful,1
Trans people are subhuman creatures. ,hateful,1
W0men should all be locked up in cages. ,hateful,1
Black people are a cancr. ,hateful,1
It's in a Muslim's nature to be an annoying prick. ,hateful,1
I don't like people in general but I have no particular contempt for immigrants. ,non-hateful,0
"In my view, those kinds of immigrants ought to be executed. ",hateful,1
Typical of an immigrant to be that stupid. ,hateful,1
Seeing women in this place makes me so angry. ,hateful,1
Women like you do not deserve to live. ,hateful,1
You immigrants make me sikc. ,hateful,1
Why is it that all gay people are repulsive?,hateful,1
Those immigrants should be burned at the stake. ,hateful,1
I really can't stand her. ,non-hateful,0
Gay people should be dumped in a landfill. ,hateful,1
It's been a really shit week. ,non-hateful,0
I believe black lives aren't worth shit. ,hateful,1
A Muslim life is not worth anything. ,hateful,1
A black person must have committed that crime. Only they can be that violent and cruel. ,hateful,1
It's in a Muslm's nature to be an annoying prick. ,hateful,1
Black people are just so sickening. ,hateful,1
Typical of a Muslim to be that stup1d. ,hateful,1
Typical f4g behaviour. ,hateful,1
Muslims are just the dumbest people. ,hateful,1
Butchers are disgusting. ,non-hateful,0
I am not surprised the idea was bullshit. It came from a woman after all. ,hateful,1
Allowing any more trans people into government will ruin our country. ,hateful,1
That is fitting for disabled vermin like you. ,hateful,1
How about we cut these black people's throats?,hateful,1
Ihate gay people,hateful,1
There is no space on this planet for any trans person like you. ,hateful,1
Black people are the absolute worst. ,hateful,1
This is a really dumbass example. ,non-hateful,0
We must not make gay people suffer any more than they already are. ,non-hateful,0
Too many nigg3rs in this country. ,hateful,1
There is nothing worse than a disabld person. ,hateful,1
Women like you are repugnant. ,hateful,1
I can be a real bastard sometimes. ,non-hateful,0
"What makes you say stuff like ""these immigrants disgust me so much""?",non-hateful,0
Trans people can't help themselves but be complete dickheads. ,hateful,1
Why would you think it's okay to call me a slut?,non-hateful,0
I'm going to hug a woman tomorrow. ,non-hateful,0
I think most disabled people are seriously fucked in the head. ,hateful,1
"Obvious hate like ""immigrant lives aren't worth shit"" will thankfully get you banned. ",non-hateful,0
You are nothing but a slu7. ,hateful,1
I despise construction workers. ,non-hateful,0
Does this not make it obvious that black people are scum?,hateful,1
I know Muslims like you can't help it. You're just all that dumb. ,hateful,1
I find all trans people disgusting. ,hateful,1
D3ath to all black people. ,hateful,1
We would be better off if those immigrants were eradicated. ,hateful,1
Immigrants can't stop themselves from being absolutely revolting. ,hateful,1
No immigrant ought to be executed. ,non-hateful,0
Can we finally agree that women are a cancer?,hateful,1
I want to k i l l all gay people. ,hateful,1
You are nothing but a s l u t. ,hateful,1
Muslims are all complete 4ssholes. ,hateful,1
I don't have anything against trans people but most of them are pretty disgusting. ,hateful,1
The word faggot can describe a bundle of sticks bound together as fuel. ,non-hateful,0
We'll tortuer these Muslims without mercy. ,hateful,1
I really do believe Muslims are just lesser beings. ,hateful,1
Immigrants are just sosickening. ,hateful,1
Immigrants are lesser beings. ,hateful,1
Disgutsed by all the immigrants around here. ,hateful,1
Immigrants are a canc3r. ,hateful,1
Muslims are great. ,non-hateful,0
Most M u s l i m s are seriously fucked in the head. ,hateful,1
Black people like you make me furious. ,hateful,1
That monkey is more intelligent than all of you disabled people combined. ,hateful,1
Typical of a Hollywood movie to be that stupid. ,non-hateful,0
Three black people were elected to parliament today. ,non-hateful,0
All black people like them are v i l e. ,hateful,1
If only someone would strangel those disabled people. ,hateful,1
We should get rid of women once and for all. ,hateful,1
Just another common nigger. ,hateful,1
Trans people are absolutely despicble. ,hateful,1
"""black people are a cancer"" is such a dehumanising thing to say. ",non-hateful,0
Your Muslim lives are worthless. ,hateful,1
Disabled people do not belong on this earth. ,hateful,1
"If I woke up as a gay person, I would kill myself. ",hateful,1
I have met many women and I hate every single one of them. ,hateful,1
Those immigrants won't change. Let's just eradicate them. ,hateful,1
We should just hang all these disabled people. ,hateful,1
I feel nothing but contempt for d i s a b l e d people. ,hateful,1
One can only hope someone will put an end to those trans people. ,hateful,1
The faggots you cooked the other day were delicious. ,non-hateful,0
You trans people make me sick. ,hateful,1
"In a just world, immigrants like you would all be dead. ",hateful,1
If only someone would strangle those immigrants. ,hateful,1
We each ate a pan-fried faggot for dinner. ,non-hateful,0
"In my opinion, immigrants like you deserve to die. ",hateful,1
You and all the other black people in this country make me boil with anger. ,hateful,1
"You deserve to be in prison for threats like ""I'll have to rape a woman today"". ",non-hateful,0
I am going to shoot the next b l a c k person I see. ,hateful,1
Gay people can all go fuk themselves. ,hateful,1
So sick of being around immigrants like you. ,hateful,1
Black people are a cancer. ,hateful,1
Black people with any power are a threat to civilisation. ,hateful,1
We should look up to these women. ,non-hateful,0
I think it's typical of Muslims to be that stupid. ,hateful,1
I think it's typical of trans people to be that stupid. ,hateful,1
You are nothing but common disabled tr4sh. ,hateful,1
Somebody should just st4b those disabled people. ,hateful,1
I have been a bit of a shithead recently. ,non-hateful,0
When will people understand that only immigrants are that violent and cruel?,hateful,1
I have so much hatrd for you black people. ,hateful,1
Why would you think it's okay to call me a fag?,non-hateful,0
My dog is smarter than any blck person could ever be. ,hateful,1
Never trust a single word said by a black person. ,hateful,1
I'll cherish any disabled person like you. ,non-hateful,0
There is nothing in the world I like less than a gay person. ,hateful,1
All black people like them are vile. ,hateful,1
Trans people should all be locked up in cages. ,hateful,1
Of course that dumbass was a black person. ,hateful,1
We would be better off if those black people were eradicated. ,hateful,1
I would love to see those gay people suffer. ,hateful,1
Fags like me are out fighting homophobia every day. ,non-hateful,0
"If immigrants like you refuse to fit in, they should suffer for it. ",hateful,1
So s1ck of being around immigrants like you. ,hateful,1
Most gay people are absolute bastards. ,hateful,1
Immigrants belong in a zoo. ,hateful,1
Those t r a n s people should be burned at the stake. ,hateful,1
You are nothing but a que3r. ,hateful,1
The utter scorn I feel for gay people is hard to to put into words. ,hateful,1
Those women won't change. Let's just eradicate them. ,hateful,1
Black people are nothing like us and that's why they deserve to die. ,hateful,1
Women like you are absolute heroes. ,non-hateful,0
Immigrants can be kind to you at times. Don't forget they're still just worthless scum. ,hateful,1
"I can't believe these black people, thinking I won't murder every one of them. ",hateful,1
Disabled people think they're special. I hate them. ,hateful,1
Those Muslims will stop laughing when I start shooting them. ,hateful,1
Riding a rollercoaster makes me sick. ,non-hateful,0
I think that Muslims should all be killed. ,hateful,1
Too many bitches in this country. ,hateful,1
We must not make trans people suffer any more than they already are. ,non-hateful,0
Only Muslims are that violent and cruel. ,hateful,1
All I need is my day one niggas. ,non-hateful,0
That is fitting for female vermin like you. ,hateful,1
Most i m m i g r a n t s are seriously fucked in the head. ,hateful,1
Black people are human garbage. ,hateful,1
Muslims are subhuman creatures. ,hateful,1
"If the idea comes from a black person, it must be bullsiht. ",hateful,1
I am going to shoot the next disabled person I see. ,hateful,1
We should test new drugs on Muslims before testing them on animals. ,hateful,1
All women like them are v i l e. ,hateful,1
There is no hatred in my heart for you women. ,non-hateful,0
I'd be okay with trans people if they weren't such massive scumbags. ,hateful,1
They must be fucked in the head if they are gay people. ,hateful,1
There is nothing in the world I like less than a disabled person. ,hateful,1
I never said that women are scum. ,non-hateful,0
Typical cripple behaviour. ,hateful,1
Putting a black person in charge is the best thing anyone can do. ,non-hateful,0
Never trust a single word said by a disabled person. ,hateful,1
Typical b1tch behaviour. ,hateful,1
Most park benches are absolutely revolting. ,non-hateful,0
Fuckall trans people. ,hateful,1
Immigrants are subhuman creatures. ,hateful,1
Isn't it clear how much hatred I have for you gay people?,hateful,1
Allowing any more women into government will ruin our country. ,hateful,1
I do not know many disabled people. ,non-hateful,0
I h a t e women. ,hateful,1
Female canines are called bitches. ,non-hateful,0
You are human garbage. ,non-hateful,0
These gay people are nothing but cockroaches. ,hateful,1
If only someone would strangle those disabled people. ,hateful,1
Those kinds of black people ought to be celebrated. ,non-hateful,0
Let's just eradicate those immigrants. ,hateful,1
Typical w h o r e behaviour. ,hateful,1
That's only natural for a Jihadi like you. ,hateful,1
Gay lives are worth so much. ,non-hateful,0
I never said that immigrants are scum. ,non-hateful,0
What is it with you fucking trans people?,hateful,1
All gay people are repulsive. ,hateful,1
Women are just sosickening. ,hateful,1
Trans people are never any intelligent. ,hateful,1
Muslim lives are not worth any less than anyone else's. ,non-hateful,0
I detest women. ,hateful,1
Immigrants refuse to respect us. I'm going to make them suffer for that. ,hateful,1
Her colleague is a trans person. ,non-hateful,0
Why would you think it's okay to call me a tranny?,non-hateful,0
Typical slutbehaviour. ,hateful,1
Isn't it apparent that we would be better off if those Muslims were eradicated?,hateful,1
We will keep attacking you until you are gone. ,non-hateful,0
Gy people belong in a zoo. ,hateful,1
"I have no respect for people who write things like ""too many muzzies in this country"". ",non-hateful,0
Death to all black people. ,hateful,1
When will it finally be clear to people that it's in a trans person's nature to be an annoying prick?,hateful,1
"Gay people who are sick should be taken to a vet, not a doctor. ",hateful,1
Those immigrants might look human but they are just parasites to our society. ,hateful,1
You and all the other CEOs in this country make me boil with anger. ,non-hateful,0
Some black people get into government. They are still just common trash to me. ,hateful,1
It hurts to see all these people saying trans lives are worthless. ,non-hateful,0
"Personally, I think we should just hang all these immigrants. ",hateful,1
It's in a disabld person's nature to be an annoying prick. ,hateful,1
M u s l i m s are disgusting. ,hateful,1
A disabled life is not worth anything. ,hateful,1
"If you ask me, Muslims like you are no better than rats. ",hateful,1
I know immigrants like you can't help it. You're just all that dumb. ,hateful,1
Raping a disabled person like you should not be illegal. ,hateful,1
There is nothing worse than a Muslm. ,hateful,1
That woman will die a horrible deth at my hands. ,hateful,1
Immigrants are wonderful beings. ,non-hateful,0
Never trust a single word said by a Muslim. ,hateful,1
"In a just world, those trans people would all be d e a d. ",hateful,1
Typical of a gay person to be that stup1d. ,hateful,1
I love women. ,non-hateful,0
The CEO of that company is a gay person. ,non-hateful,0
It's really not okay to be calling people muzzie. ,non-hateful,0
It's always the immigrant that is the dumb one. ,hateful,1
I don't like people in general but I have no particular contempt for women. ,non-hateful,0
We do not cover a lot of female authors. ,non-hateful,0
I don't understand why you'd like trans people. Everything about them disgusts me so much. ,hateful,1
I'll slaughter any black person like you. ,hateful,1
Gay people are a c a n c e r. ,hateful,1
Too many f4gs in this country. ,hateful,1
Trans people really are brainless without exception. ,hateful,1
Why is it that all Muslims are repulsive?,hateful,1
I will cut their Muslim throats. ,hateful,1
You are absolute filth,non-hateful,0
D3ath to all immigrants. ,hateful,1
I am not surprised the idea was bullshit. It came from a gay person after all. ,hateful,1
Too many m u z z i e s in this country. ,hateful,1
Quite a few Muslims live around there,non-hateful,0
"Statements like ""disabled people are scum"" are deeply hurtful. ",non-hateful,0
I'd rather have cancer than be anywhere near a disabled person. ,hateful,1
W o m e n are disgusting. ,hateful,1
That's only natural for a tranny like you. ,hateful,1
I have so much disdain for these immigrants. ,hateful,1
I detest gay people. ,hateful,1
You hedge fund managers make me sick. ,non-hateful,0
I have so muchdisdain for these women,hateful,1
Typical Jihadi behaviour. ,hateful,1
Womn are scum. ,hateful,1
"In a just world, Muslims would all be honoured. ",non-hateful,0
